epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2366.96,0.49195,0.33148,0.81506,0.98082,0.96657,0.99108,0.92696,0.36256,0.2246,0.78623,0.000654798,0.000654798,0.000654798
186,2380.37,0.47826,0.32065,0.81546,0.97568,0.96576,0.98982,0.92431,0.35497,0.22231,0.78544,0.000649297,0.000649297,0.000649297
187,2393.02,0.4766,0.32098,0.81518,0.97525,0.9725,0.99162,0.92728,0.35729,0.22285,0.78566,0.000643795,0.000643795,0.000643795
188,2406.76,0.47284,0.31604,0.81395,0.98006,0.97249,0.99143,0.92656,0.36051,0.22092,0.78639,0.000638294,0.000638294,0.000638294
189,2419.87,0.47452,0.32165,0.81593,0.97674,0.97068,0.99122,0.92575,0.36677,0.22823,0.78762,0.000632793,0.000632793,0.000632793
190,2432.74,0.48485,0.32793,0.81637,0.97869,0.96851,0.9909,0.92505,0.35591,0.21999,0.78562,0.000627292,0.000627292,0.000627292
191,2445.17,0.47883,0.32193,0.81168,0.98038,0.97033,0.99101,0.92265,0.36051,0.22207,0.78663,0.000621791,0.000621791,0.000621791
192,2457.94,0.48211,0.32204,0.81497,0.97484,0.97275,0.99122,0.92512,0.35502,0.21955,0.78584,0.00061629,0.00061629,0.00061629
193,2559.83,0.46822,0.31558,0.81125,0.97022,0.97446,0.99087,0.92738,0.35323,0.21787,0.78569,0.000610789,0.000610789,0.000610789
194,2483.9,0.47986,0.32002,0.81271,0.9699,0.97097,0.99039,0.9236,0.35673,0.22083,0.78528,0.000605288,0.000605288,0.000605288
195,2497.09,0.47929,0.31792,0.81431,0.96906,0.95308,0.98064,0.91656,0.35276,0.21667,0.78555,0.000599787,0.000599787,0.000599787
196,2510.27,0.4673,0.31208,0.80936,0.98438,0.96051,0.99069,0.92875,0.34909,0.21673,0.78467,0.000594286,0.000594286,0.000594286
197,2523.22,0.4605,0.3124,0.81306,0.97709,0.96914,0.99102,0.92964,0.34421,0.21486,0.78402,0.000588784,0.000588784,0.000588784
198,2536.31,0.45642,0.30519,0.8125,0.98195,0.97033,0.99097,0.93157,0.34618,0.21277,0.78406,0.000583283,0.000583283,0.000583283
199,2549.74,0.46167,0.30769,0.81211,0.97777,0.97153,0.99131,0.93199,0.34476,0.21518,0.78421,0.000577782,0.000577782,0.000577782
200,2562.79,0.46659,0.31616,0.81119,0.98137,0.9663,0.99119,0.93113,0.34842,0.21454,0.7849,0.000572281,0.000572281,0.000572281
201,2575.67,0.46235,0.31072,0.81402,0.97601,0.96084,0.99009,0.92853,0.34584,0.21873,0.78474,0.00056678,0.00056678,0.00056678
202,2588.33,0.47355,0.31558,0.80998,0.9811,0.96335,0.99115,0.92905,0.34591,0.21552,0.78503,0.000561279,0.000561279,0.000561279
203,2690.19,0.46656,0.31031,0.81412,0.9776,0.97622,0.99209,0.93269,0.33937,0.21167,0.78404,0.000555778,0.000555778,0.000555778
204,2614.51,0.44836,0.29926,0.81049,0.97217,0.97469,0.9919,0.9319,0.34324,0.2107,0.7843,0.000550277,0.000550277,0.000550277
205,2716.28,0.47004,0.30857,0.8107,0.97389,0.97113,0.99094,0.93053,0.34325,0.21399,0.78415,0.000544776,0.000544776,0.000544776
206,2729.47,0.48064,0.31616,0.81482,0.97599,0.97082,0.99086,0.93384,0.34043,0.21417,0.78328,0.000539275,0.000539275,0.000539275
207,2653.76,0.46245,0.30373,0.80848,0.97749,0.97265,0.99111,0.93518,0.33459,0.20983,0.7834,0.000533773,0.000533773,0.000533773
208,2666.91,0.47007,0.3087,0.80906,0.97599,0.9685,0.99072,0.9337,0.33685,0.21203,0.78292,0.000528272,0.000528272,0.000528272
209,2679.23,0.45945,0.30689,0.80852,0.9788,0.97398,0.99151,0.9344,0.33432,0.2104,0.78335,0.000522771,0.000522771,0.000522771
210,2692.71,0.45585,0.30221,0.80599,0.97391,0.95542,0.98067,0.92499,0.33198,0.20991,0.78285,0.00051727,0.00051727,0.00051727
211,2705.48,0.46461,0.30387,0.81054,0.97754,0.97364,0.99119,0.93256,0.3437,0.21053,0.78455,0.000511769,0.000511769,0.000511769
212,2718.37,0.45921,0.30537,0.81275,0.97112,0.97439,0.99085,0.93383,0.33821,0.21356,0.7831,0.000506268,0.000506268,0.000506268
213,2820.27,0.45137,0.29874,0.81054,0.97884,0.97429,0.9917,0.93624,0.3337,0.20751,0.78311,0.000500767,0.000500767,0.000500767
214,2744.58,0.45348,0.30228,0.81025,0.97856,0.96579,0.99099,0.93385,0.33732,0.21473,0.7833,0.000495266,0.000495266,0.000495266
215,2757.55,0.46325,0.30395,0.81106,0.97159,0.97775,0.99201,0.93482,0.33831,0.20997,0.78338,0.000489765,0.000489765,0.000489765
216,2770.41,0.45955,0.30664,0.80755,0.98048,0.97239,0.99226,0.93832,0.3309,0.20595,0.78241,0.000484263,0.000484263,0.000484263
217,2783.41,0.44792,0.30243,0.80652,0.97816,0.9736,0.9917,0.9356,0.33003,0.20817,0.78248,0.000478762,0.000478762,0.000478762
218,2796.84,0.44611,0.2976,0.81165,0.97281,0.96023,0.98432,0.92647,0.33296,0.2088,0.78248,0.000473261,0.000473261,0.000473261
219,2809.76,0.45326,0.29776,0.81033,0.97839,0.97408,0.99126,0.93465,0.33202,0.20684,0.78293,0.00046776,0.00046776,0.00046776
220,2822.69,0.45592,0.29878,0.80678,0.97091,0.96641,0.98483,0.92867,0.33276,0.20745,0.78286,0.000462259,0.000462259,0.000462259
221,2835.55,0.43738,0.29057,0.80558,0.98234,0.9695,0.99175,0.93535,0.3265,0.20657,0.7823,0.000456758,0.000456758,0.000456758
222,2848.61,0.44745,0.29284,0.80773,0.9676,0.98273,0.99129,0.9356,0.33327,0.20592,0.78295,0.000451257,0.000451257,0.000451257
223,2861.84,0.44615,0.29471,0.80564,0.97812,0.97398,0.99135,0.93834,0.32597,0.20531,0.78216,0.000445756,0.000445756,0.000445756
224,2874.99,0.45128,0.29687,0.80941,0.97912,0.97545,0.99137,0.93691,0.32664,0.20522,0.78194,0.000440255,0.000440255,0.000440255
225,2977.15,0.44508,0.29328,0.80923,0.98107,0.97003,0.9914,0.93811,0.32212,0.2022,0.78189,0.000434754,0.000434754,0.000434754
226,2990.2,0.44319,0.29219,0.80654,0.97374,0.97655,0.99145,0.93939,0.32231,0.2027,0.78177,0.000429253,0.000429253,0.000429253
227,3003.2,0.43834,0.2878,0.80812,0.98134,0.97064,0.9921,0.94047,0.31921,0.19958,0.78146,0.000423751,0.000423751,0.000423751
228,2928.18,0.44095,0.29406,0.80679,0.97169,0.97719,0.99191,0.94011,0.31838,0.20074,0.78119,0.00041825,0.00041825,0.00041825
229,2940.97,0.44994,0.29527,0.80788,0.97467,0.97163,0.99082,0.93783,0.32214,0.20186,0.7814,0.000412749,0.000412749,0.000412749
230,2954.12,0.4386,0.29136,0.80961,0.97916,0.97327,0.99169,0.93867,0.32727,0.2031,0.78149,0.000407248,0.000407248,0.000407248
231,2967.19,0.44148,0.2881,0.807,0.9815,0.97259,0.99189,0.94047,0.3211,0.20218,0.7817,0.000401747,0.000401747,0.000401747
232,2980.48,0.44192,0.29164,0.80852,0.9853,0.97074,0.99217,0.94055,0.32082,0.2007,0.78133,0.000396246,0.000396246,0.000396246
233,2992.99,0.43847,0.28932,0.80935,0.98449,0.96954,0.99187,0.94081,0.31767,0.19689,0.7807,0.000390745,0.000390745,0.000390745
234,3006.15,0.43537,0.28891,0.80729,0.98259,0.97034,0.99178,0.93936,0.31873,0.20085,0.78081,0.000385244,0.000385244,0.000385244
235,3019.31,0.43741,0.29057,0.80628,0.97601,0.93501,0.96627,0.9127,0.32274,0.20148,0.78132,0.000379743,0.000379743,0.000379743
236,3031.8,0.43269,0.28527,0.80534,0.98364,0.97361,0.99275,0.94346,0.31303,0.19645,0.78045,0.000374242,0.000374242,0.000374242
237,3045.11,0.42335,0.28253,0.80187,0.98009,0.97454,0.99221,0.94228,0.31203,0.19594,0.77975,0.00036874,0.00036874,0.00036874
238,3057.48,0.44542,0.29316,0.80058,0.98421,0.96661,0.99178,0.9402,0.31482,0.19776,0.7803,0.000363239,0.000363239,0.000363239
239,3070.67,0.43447,0.28662,0.81093,0.98487,0.96984,0.99193,0.94082,0.31591,0.19749,0.78066,0.000357738,0.000357738,0.000357738
240,3083.82,0.44602,0.29182,0.80896,0.97704,0.97551,0.99167,0.94011,0.31358,0.19737,0.78039,0.000352237,0.000352237,0.000352237
241,3097.51,0.43181,0.2912,0.80662,0.97713,0.9772,0.99192,0.94126,0.31773,0.19891,0.78058,0.000346736,0.000346736,0.000346736
242,3110.46,0.43368,0.28288,0.8042,0.97614,0.97699,0.99225,0.94265,0.31343,0.19742,0.78003,0.000341235,0.000341235,0.000341235
243,3123.7,0.43978,0.28538,0.80453,0.98121,0.97205,0.9921,0.94247,0.31599,0.19743,0.78026,0.000335734,0.000335734,0.000335734
244,3136.64,0.42846,0.28438,0.80984,0.97757,0.97624,0.9919,0.94382,0.30867,0.19556,0.77977,0.000330233,0.000330233,0.000330233
245,3149.54,0.43756,0.28743,0.80656,0.98386,0.9708,0.99187,0.9427,0.30872,0.19568,0.78008,0.000324732,0.000324732,0.000324732
246,3161.92,0.42998,0.28217,0.80257,0.97606,0.97744,0.99166,0.94411,0.30336,0.19466,0.77923,0.000319231,0.000319231,0.000319231
247,3175.45,0.43768,0.28319,0.8066,0.97967,0.97621,0.99146,0.94417,0.30841,0.1953,0.7796,0.000313729,0.000313729,0.000313729
248,3276.72,0.44558,0.28945,0.80706,0.97884,0.97327,0.99128,0.94204,0.3063,0.19606,0.77981,0.000308228,0.000308228,0.000308228
249,3290.02,0.43764,0.28511,0.80431,0.97717,0.97279,0.99156,0.94494,0.30484,0.19613,0.77973,0.000302727,0.000302727,0.000302727
250,3303.04,0.42604,0.28024,0.80915,0.9788,0.97325,0.9914,0.94607,0.30599,0.19532,0.77979,0.000297226,0.000297226,0.000297226
251,3316.41,0.44499,0.29113,0.80677,0.98161,0.97458,0.9921,0.94584,0.30163,0.19321,0.77889,0.000291725,0.000291725,0.000291725
252,3241.03,0.42714,0.28221,0.80563,0.98585,0.97785,0.99277,0.94633,0.30255,0.1927,0.77885,0.000286224,0.000286224,0.000286224
253,3253.8,0.40858,0.27177,0.79888,0.98576,0.97345,0.9925,0.9456,0.30077,0.19236,0.7794,0.000280723,0.000280723,0.000280723
254,3266.68,0.42845,0.28166,0.80527,0.9865,0.97645,0.99274,0.94507,0.30411,0.19298,0.77919,0.000275222,0.000275222,0.000275222
255,3279.19,0.43421,0.28458,0.80402,0.98256,0.97764,0.99208,0.94601,0.30374,0.19429,0.77913,0.000269721,0.000269721,0.000269721
256,3291.97,0.42545,0.27669,0.80443,0.9792,0.97859,0.9914,0.94556,0.30196,0.19424,0.77947,0.00026422,0.00026422,0.00026422
257,3305.29,0.4156,0.27453,0.80215,0.9816,0.97822,0.99212,0.94517,0.30339,0.19272,0.77953,0.000258718,0.000258718,0.000258718
258,3317.88,0.41457,0.27399,0.80437,0.98462,0.97245,0.99218,0.9465,0.30386,0.19325,0.77938,0.000253217,0.000253217,0.000253217
259,3330.68,0.41504,0.27522,0.80279,0.98054,0.9745,0.99211,0.94532,0.30185,0.19147,0.77911,0.000247716,0.000247716,0.000247716
260,3343.56,0.41616,0.27639,0.80538,0.98727,0.97401,0.99225,0.94603,0.30226,0.19123,0.77924,0.000242215,0.000242215,0.000242215
261,3356.81,0.42031,0.27669,0.80246,0.98603,0.97714,0.99222,0.9471,0.29908,0.18966,0.77872,0.000236714,0.000236714,0.000236714
262,3370.27,0.41299,0.2733,0.80412,0.98566,0.97558,0.99197,0.94551,0.30343,0.19226,0.77902,0.000231213,0.000231213,0.000231213
263,3383.2,0.40721,0.26843,0.80245,0.98653,0.9609,0.98621,0.94065,0.29642,0.18747,0.7783,0.000225712,0.000225712,0.000225712
264,3396.02,0.40769,0.26815,0.80486,0.98777,0.97561,0.99177,0.94738,0.29918,0.19075,0.77853,0.000220211,0.000220211,0.000220211
265,3409.13,0.42648,0.27566,0.80253,0.98517,0.97781,0.99218,0.94936,0.29633,0.18814,0.77855,0.00021471,0.00021471,0.00021471
266,3422.03,0.42079,0.27796,0.80186,0.98445,0.97828,0.99261,0.94689,0.29656,0.19073,0.77824,0.000209209,0.000209209,0.000209209
267,3434.89,0.40614,0.26845,0.80136,0.9865,0.97618,0.9923,0.94642,0.29984,0.19012,0.77834,0.000203707,0.000203707,0.000203707
268,3448.54,0.4084,0.27156,0.80432,0.98371,0.97781,0.99217,0.94709,0.29828,0.18978,0.7782,0.000198206,0.000198206,0.000198206
269,3461.36,0.4114,0.26988,0.79994,0.98094,0.98273,0.99218,0.94859,0.29449,0.18825,0.77786,0.000192705,0.000192705,0.000192705
270,3474.13,0.41219,0.27248,0.80051,0.98798,0.84597,0.9118,0.86841,0.2934,0.18809,0.77758,0.000187204,0.000187204,0.000187204
271,3576.36,0.40802,0.26557,0.80282,0.98571,0.97387,0.99163,0.94635,0.29312,0.18805,0.77735,0.000181703,0.000181703,0.000181703
272,3500.93,0.40814,0.26579,0.80393,0.98661,0.97675,0.99219,0.94927,0.29285,0.18711,0.7774,0.000176202,0.000176202,0.000176202
273,3514.01,0.4171,0.26834,0.80185,0.98936,0.97738,0.99205,0.94935,0.29073,0.18643,0.77725,0.000170701,0.000170701,0.000170701
274,3526.82,0.41496,0.26822,0.8045,0.98556,0.98073,0.99225,0.9487,0.29191,0.18707,0.77729,0.0001652,0.0001652,0.0001652
275,3539.72,0.40787,0.26666,0.8016,0.98708,0.97781,0.99234,0.9496,0.28908,0.18742,0.77718,0.000159699,0.000159699,0.000159699
276,3552.31,0.40816,0.26587,0.80215,0.98603,0.97982,0.99227,0.94905,0.29006,0.18635,0.77729,0.000154198,0.000154198,0.000154198
277,3566.02,0.40314,0.26588,0.80379,0.98596,0.97945,0.9925,0.94982,0.29202,0.18575,0.77745,0.000148696,0.000148696,0.000148696
278,3578.62,0.40684,0.2639,0.80084,0.98813,0.93607,0.96822,0.92482,0.28922,0.18627,0.77708,0.000143195,0.000143195,0.000143195
279,3592.62,0.40875,0.26752,0.80485,0.98537,0.98072,0.99267,0.95037,0.29101,0.18574,0.77736,0.000137694,0.000137694,0.000137694
280,3605.07,0.42287,0.2738,0.80281,0.9848,0.9798,0.99244,0.95009,0.28925,0.18474,0.77741,0.000132193,0.000132193,0.000132193
281,3618.59,0.40139,0.26201,0.79933,0.9868,0.97869,0.99256,0.95102,0.28781,0.18415,0.7771,0.000126692,0.000126692,0.000126692
282,3631.36,0.39625,0.26132,0.80325,0.98739,0.97785,0.9925,0.95079,0.28902,0.18432,0.77708,0.000121191,0.000121191,0.000121191
283,3644.49,0.39957,0.26222,0.79833,0.98813,0.97644,0.99256,0.95095,0.28857,0.18413,0.77694,0.00011569,0.00011569,0.00011569
284,3746.61,0.40041,0.2603,0.80061,0.98945,0.97632,0.99295,0.95202,0.28574,0.18408,0.77668,0.000110189,0.000110189,0.000110189
285,3671.15,0.40413,0.26508,0.80322,0.98837,0.97896,0.99284,0.95118,0.28708,0.18414,0.77696,0.000104688,0.000104688,0.000104688
286,3684.01,0.40018,0.26,0.80215,0.98904,0.97931,0.99279,0.95046,0.28769,0.18196,0.777,9.91865e-05,9.91865e-05,9.91865e-05
287,3697.11,0.40715,0.26468,0.80532,0.98945,0.97927,0.99246,0.95109,0.28595,0.18288,0.77683,9.36854e-05,9.36854e-05,9.36854e-05
288,3710.41,0.4032,0.26085,0.79815,0.98724,0.98204,0.99261,0.952,0.2831,0.1825,0.77668,8.81843e-05,8.81843e-05,8.81843e-05
289,3723.28,0.39691,0.25979,0.79935,0.98756,0.92856,0.96332,0.92146,0.28346,0.1828,0.77658,8.26832e-05,8.26832e-05,8.26832e-05
290,3735.79,0.38511,0.25268,0.79939,0.98693,0.97874,0.99232,0.95055,0.28289,0.18247,0.77649,7.71821e-05,7.71821e-05,7.71821e-05
291,3751.85,0.35675,0.22641,0.78377,0.98441,0.97842,0.99247,0.94971,0.29123,0.18659,0.77711,7.1681e-05,7.1681e-05,7.1681e-05
292,3764.61,0.35665,0.2209,0.78348,0.98604,0.97519,0.99236,0.94851,0.29358,0.18741,0.77761,6.61799e-05,6.61799e-05,6.61799e-05
293,3777.4,0.35448,0.22106,0.78451,0.98366,0.97699,0.99218,0.94881,0.28996,0.18734,0.77709,6.06788e-05,6.06788e-05,6.06788e-05
294,3790.75,0.34782,0.21631,0.77994,0.98418,0.97659,0.99197,0.94826,0.289,0.18713,0.77708,5.51777e-05,5.51777e-05,5.51777e-05
295,3891.84,0.34041,0.21392,0.78642,0.9793,0.96245,0.98315,0.93806,0.28983,0.18601,0.77736,4.96766e-05,4.96766e-05,4.96766e-05
296,3816.11,0.34146,0.212,0.78342,0.98502,0.97778,0.99275,0.94868,0.28969,0.18555,0.77737,4.41755e-05,4.41755e-05,4.41755e-05
297,3829.13,0.34726,0.21635,0.78384,0.98474,0.93727,0.96961,0.92563,0.2863,0.18403,0.77711,3.86744e-05,3.86744e-05,3.86744e-05
298,3841.75,0.34317,0.21395,0.78234,0.98356,0.97668,0.99245,0.94972,0.28533,0.18314,0.77706,3.31733e-05,3.31733e-05,3.31733e-05
299,3854.82,0.34044,0.21096,0.78201,0.9858,0.97552,0.99242,0.95061,0.28559,0.18306,0.777,2.76722e-05,2.76722e-05,2.76722e-05
300,3867.78,0.35066,0.21968,0.78512,0.98596,0.9764,0.99259,0.95077,0.28596,0.18372,0.77712,2.21711e-05,2.21711e-05,2.21711e-05
